"data","manancial","volume armazenado","pluviometria do dia","pluviometria acumulada no mês","média histórica do mês"
"2003-2-18","sistemaGuarapiranga","49,5 %","31,0 mm","92,8 mm","196,8 mm"
"2003-2-18","sistemaCotia","54,9 %","9,8 mm","114,9 mm","192,0 mm"
"2003-2-18","sistemaRioGrande","92,5 %","20,8 mm","67,7 mm","210,0 mm"
"2003-2-18","sistemaRioClaro","69,6 %","20,6 mm","56,1 mm","252,3 mm"
"2003-2-19","sistemaCantareira","65,0 %","5,0 mm","94,0 mm","214,2 mm"
"2003-2-19","sistemaAltoTiete","47,2 %","1,9 mm","127,9 mm","210,0 mm"
"2003-2-19","sistemaGuarapiranga","50,3 %","1,0 mm","93,8 mm","196,8 mm"
"2003-2-19","sistemaCotia","55,2 %","4,8 mm","119,7 mm","192,0 mm"
"2003-2-19","sistemaRioGrande","92,7 %","26,5 mm","94,2 mm","210,0 mm"
"2003-2-19","sistemaRioClaro","69,7 %","1,5 mm","57,6 mm","252,3 mm"
"2003-2-20","sistemaCantareira","65,2 %","4,3 mm","98,3 mm","214,2 mm"
"2003-2-20","sistemaAltoTiete","47,3 %","0,0 mm","127,9 mm","210,0 mm"
"2003-2-20","sistemaGuarapiranga","51,4 %","15,1 mm","108,9 mm","196,8 mm"
"2003-2-20","sistemaCotia","55,4 %","0,0 mm","119,7 mm","192,0 mm"
"2003-2-20","sistemaRioGrande","92,4 %","5,8 mm","100,0 mm","210,0 mm"
"2003-2-20","sistemaRioClaro","69,5 %","0,6 mm","58,2 mm","252,3 mm"
"2003-2-21","sistemaCantareira","65,5 %","0,9 mm","99,2 mm","214,2 mm"
"2003-2-21","sistemaAltoTiete","47,3 %","1,9 mm","129,8 mm","210,0 mm"
"2003-2-21","sistemaGuarapiranga","52,3 %","13,0 mm","121,9 mm","196,8 mm"
"2003-2-21","sistemaCotia","55,2 %","0,2 mm","119,9 mm","192,0 mm"
"2003-2-21","sistemaRioGrande","92,5 %","2,5 mm","102,5 mm","210,0 mm"
"2003-2-21","sistemaRioClaro","68,9 %","0,0 mm","58,2 mm","252,3 mm"
"2003-2-22","sistemaCantareira","65,6 %","1,5 mm","100,7 mm","214,2 mm"
"2003-2-22","sistemaAltoTiete","47,3 %","0,0 mm","129,8 mm","210,0 mm"
"2003-2-22","sistemaGuarapiranga","52,7 %","0,0 mm","121,9 mm","196,8 mm"
"2003-2-22","sistemaCotia","55,2 %","1,8 mm","121,7 mm","192,0 mm"
"2003-2-22","sistemaRioGrande","91,9 %","0,0 mm","102,5 mm","210,0 mm"
"2003-2-22","sistemaRioClaro","68,9 %","0,0 mm","58,2 mm","252,3 mm"
"2003-2-23","sistemaCantareira","65,7 %","0,3 mm","101,0 mm","214,2 mm"
"2003-2-23","sistemaAltoTiete","47,3 %","0,0 mm","129,8 mm","210,0 mm"
"2003-2-23","sistemaGuarapiranga","52,9 %","0,0 mm","121,9 mm","196,8 mm"
"2003-2-23","sistemaCotia","55,0 %","0,0 mm","121,7 mm","192,0 mm"
"2003-2-23","sistemaRioGrande","91,3 %","0,0 mm","102,5 mm","210,0 mm"
"2003-2-23","sistemaRioClaro","68,6 %","0,0 mm","58,2 mm","252,3 mm"
"2003-2-24","sistemaCantareira","65,7 %","0,0 mm","101,0 mm","214,2 mm"
"2003-2-24","sistemaAltoTiete","47,2 %","0,1 mm","129,9 mm","210,0 mm"
"2003-2-24","sistemaGuarapiranga","53,1 %","0,0 mm","121,9 mm","196,8 mm"
"2003-2-24","sistemaCotia","54,9 %","0,0 mm","121,7 mm","192,0 mm"
"2003-2-24","sistemaRioGrande","90,5 %","0,0 mm","102,5 mm","210,0 mm"
"2003-2-24","sistemaRioClaro","68,2 %","0,0 mm","58,2 mm","252,3 mm"
"2003-2-25","sistemaCantareira","65,7 %","0,0 mm","101,0 mm","214,2 mm"
"2003-2-25","sistemaAltoTiete","47,3 %","0,1 mm","130,0 mm","210,0 mm"
"2003-2-25","sistemaGuarapiranga","53,1 %","0,0 mm","121,9 mm","196,8 mm"
"2003-2-25","sistemaCotia","54,7 %","0,0 mm","121,7 mm","192,0 mm"
"2003-2-25","sistemaRioGrande","89,5 %","0,0 mm","102,5 mm","210,0 mm"
"2003-2-25","sistemaRioClaro","67,6 %","0,0 mm","58,2 mm","252,3 mm"
"2003-2-26","sistemaCantareira","65,6 %","0,0 mm","101,0 mm","214,2 mm"
"2003-2-26","sistemaAltoTiete","47,0 %","0,0 mm","130,0 mm","210,0 mm"
"2003-2-26","sistemaGuarapiranga","53,1 %","0,0 mm","121,9 mm","196,8 mm"
"2003-2-26","sistemaCotia","54,4 %","0,0 mm","121,7 mm","192,0 mm"
"2003-2-26","sistemaRioGrande","88,7 %","0,0 mm","102,5 mm","210,0 mm"
"2003-2-26","sistemaRioClaro","67,2 %","0,1 mm","58,3 mm","252,3 mm"
"2003-2-27","sistemaCantareira","65,6 %","0,0 mm","101,0 mm","214,2 mm"
"2003-2-27","sistemaAltoTiete","46,8 %","0,0 mm","130,0 mm","210,0 mm"
"2003-2-27","sistemaGuarapiranga","52,9 %","0,0 mm","121,9 mm","196,8 mm"
"2003-2-27","sistemaCotia","53,9 %","0,0 mm","121,7 mm","192,0 mm"
"2003-2-27","sistemaRioGrande","88,4 %","0,0 mm","102,5 mm","210,0 mm"
"2003-2-27","sistemaRioClaro","66,9 %","0,0 mm","58,3 mm","252,3 mm"
"2003-2-28","sistemaCantareira","65,5 %","0,0 mm","101,0 mm","214,2 mm"
"2003-2-28","sistemaAltoTiete","46,6 %","0,0 mm","130,0 mm","210,0 mm"
"2003-2-28","sistemaGuarapiranga","52,5 %","0,0 mm","121,9 mm","196,8 mm"
"2003-2-28","sistemaCotia","53,6 %","0,0 mm","121,7 mm","192,0 mm"
"2003-2-28","sistemaRioGrande","88,2 %","0,0 mm","102,5 mm","210,0 mm"
"2003-2-28","sistemaRioClaro","66,3 %","0,0 mm","58,3 mm","252,3 mm"
"2003-3-1","sistemaCantareira","65,4 %","0,0 mm","0,0 mm","197,3 mm"
"2003-3-1","sistemaAltoTiete","46,2 %","0,1 mm","0,1 mm","171,6 mm"
"2003-3-1","sistemaGuarapiranga","52,3 %","0,0 mm","0,0 mm","150,5 mm"
"2003-3-1","sistemaCotia","53,1 %","0,0 mm","0,0 mm","151,8 mm"
"2003-3-1","sistemaRioGrande","87,9 %","0,0 mm","0,0 mm","189,3 mm"
"2003-3-1","sistemaRioClaro","65,8 %","0,0 mm","0,0 mm","243,9 mm"
"2003-3-2","sistemaCantareira","65,3 %","0,0 mm","0,0 mm","197,3 mm"
"2003-3-2","sistemaAltoTiete","46,0 %","0,1 mm","0,2 mm","171,6 mm"
"2003-3-2","sistemaGuarapiranga","52,1 %","0,0 mm","0,0 mm","150,5 mm"
"2003-3-2","sistemaCotia","52,7 %","0,0 mm","0,0 mm","151,8 mm"
"2003-3-2","sistemaRioGrande","87,8 %","0,0 mm","0,0 mm","189,3 mm"
"2003-3-2","sistemaRioClaro","65,3 %","0,0 mm","0,0 mm","243,9 mm"
"2003-3-3","sistemaCantareira","65,1 %","0,0 mm","0,0 mm","197,3 mm"
"2003-3-3","sistemaAltoTiete","45,7 %","0,0 mm","0,2 mm","171,6 mm"
"2003-3-3","sistemaGuarapiranga","51,8 %","44,0 mm","44,0 mm","150,5 mm"
"2003-3-3","sistemaCotia","52,0 %","0,0 mm","0,0 mm","151,8 mm"
"2003-3-3","sistemaRioGrande","87,6 %","0,0 mm","0,0 mm","189,3 mm"
"2003-3-3","sistemaRioClaro","64,6 %","0,0 mm","0,0 mm","243,9 mm"
"2003-3-4","sistemaCantareira","65,1 %","7,1 mm","7,1 mm","197,3 mm"
"2003-3-4","sistemaAltoTiete","45,7 %","19,7 mm","19,8 mm","171,6 mm"
"2003-3-4","sistemaGuarapiranga","52,4 %","0,0 mm","44,0 mm","150,5 mm"
"2003-3-4","sistemaCotia","52,2 %","9,2 mm","9,2 mm","151,8 mm"
"2003-3-4","sistemaRioGrande","87,8 %","10,9 mm","10,9 mm","189,3 mm"
"2003-3-4","sistemaRioClaro","65,0 %","53,6 mm","53,6 mm","243,9 mm"
"2003-3-5","sistemaCantareira","65,0 %","0,0 mm","7,1 mm","197,3 mm"
"2003-3-5","sistemaAltoTiete","45,7 %","0,0 mm","19,8 mm","171,6 mm"
"2003-3-5","sistemaGuarapiranga","52,4 %","0,0 mm","44,0 mm","150,5 mm"
"2003-3-5","sistemaCotia","52,3 %","3,8 mm","13,0 mm","151,8 mm"
"2003-3-5","sistemaRioGrande","87,6 %","0,0 mm","10,9 mm","189,3 mm"
"2003-3-5","sistemaRioClaro","65,0 %","0,0 mm","53,6 mm","243,9 mm"
"2003-3-6","sistemaCantareira","65,1 %","7,8 mm","14,9 mm","197,3 mm"
"2003-3-6","sistemaAltoTiete","46,0 %","30,1 mm","49,9 mm","171,6 mm"
"2003-3-6","sistemaGuarapiranga","52,5 %","22,2 mm","66,2 mm","150,5 mm"
"2003-3-6","sistemaCotia","52,2 %","1,8 mm","14,8 mm","151,8 mm"
"2003-3-6","sistemaRioGrande","87,5 %","13,3 mm","24,2 mm","189,3 mm"
"2003-3-6","sistemaRioClaro","65,5 %","29,3 mm","82,9 mm","243,9 mm"
"2003-3-7","sistemaCantareira","65,3 %","10,7 mm","25,6 mm","197,3 mm"
"2003-3-7","sistemaAltoTiete","46,2 %","6,9 mm","56,8 mm","171,6 mm"
"2003-3-7","sistemaGuarapiranga","52,5 %","6,8 mm","73,0 mm","150,5 mm"
"2003-3-7","sistemaCotia","52,0 %","3,0 mm","17,8 mm","151,8 mm"
"2003-3-7","sistemaRioGrande","87,9 %","0,0 mm","24,2 mm","189,3 mm"
"2003-3-7","sistemaRioClaro","65,5 %","0,9 mm","83,8 mm","243,9 mm"
"2003-3-8","sistemaCantareira","65,3 %","8,2 mm","33,9 mm","197,3 mm"
"2003-3-8","sistemaAltoTiete","46,6 %","39,3 mm","96,1 mm","171,6 mm"
"2003-3-8","sistemaGuarapiranga","53,5 %","33,8 mm","106,8 mm","150,5 mm"
"2003-3-8","sistemaCotia","53,3 %","22,2 mm","40,0 mm","151,8 mm"
"2003-3-8","sistemaRioGrande","87,9 %","0,6 mm","24,8 mm","189,3 mm"
"2003-3-8","sistemaRioClaro","65,3 %","2,1 mm","85,9 mm","243,9 mm"
"2003-3-9","sistemaCantareira","65,5 %","12,2 mm","46,1 mm","197,3 mm"
"2003-3-9","sistemaAltoTiete","47,3 %","29,5 mm","125,6 mm","171,6 mm"
"2003-3-9","sistemaGuarapiranga","53,9 %","2,4 mm","109,2 mm","150,5 mm"
"2003-3-9","sistemaCotia","54,1 %","46,8 mm","86,8 mm","151,8 mm"
"2003-3-9","sistemaRioGrande","88,7 %","14,4 mm","39,2 mm","189,3 mm"
"2003-3-9","sistemaRioClaro","65,5 %","20,7 mm","106,6 mm","243,9 mm"
"2003-3-10","sistemaCantareira","65,6 %","2,0 mm","48,1 mm","197,3 mm"
"2003-3-10","sistemaAltoTiete","48,0 %","19,0 mm","144,6 mm","171,6 mm"
"2003-3-10","sistemaGuarapiranga","54,3 %","0,0 mm","109,2 mm","150,5 mm"
"2003-3-10","sistemaCotia","54,2 %","0,0 mm","86,8 mm","151,8 mm"
"2003-3-10","sistemaRioGrande","88,9 %","0,0 mm","39,2 mm","189,3 mm"
"2003-3-10","sistemaRioClaro","65,6 %","2,1 mm","108,7 mm","243,9 mm"
"2003-3-11","sistemaCantareira","65,7 %","10,2 mm","58,2 mm","197,3 mm"
"2003-3-11","sistemaAltoTiete","48,3 %","1,2 mm","145,8 mm","171,6 mm"
"2003-3-11","sistemaGuarapiranga","54,3 %","2,0 mm","111,2 mm","150,5 mm"
"2003-3-11","sistemaCotia","54,7 %","16,7 mm","103,5 mm","151,8 mm"
"2003-3-11","sistemaRioGrande","88,7 %","0,0 mm","39,2 mm","189,3 mm"
"2003-3-11","sistemaRioClaro","65,6 %","0,3 mm","109,0 mm","243,9 mm"
"2003-3-12","sistemaCantareira","65,8 %","4,3 mm","62,5 mm","197,3 mm"
"2003-3-12","sistemaAltoTiete","48,4 %","3,6 mm","149,4 mm","171,6 mm"
"2003-3-12","sistemaGuarapiranga","54,3 %","0,0 mm","111,2 mm","150,5 mm"
"2003-3-12","sistemaCotia","54,7 %","0,2 mm","103,7 mm","151,8 mm"
"2003-3-12","sistemaRioGrande","88,6 %","6,1 mm","45,3 mm","189,3 mm"
"2003-3-12","sistemaRioClaro","65,3 %","5,1 mm","114,1 mm","243,9 mm"
"2003-3-13","sistemaCantareira","66,0 %","5,7 mm","68,2 mm","197,3 mm"
"2003-3-13","sistemaAltoTiete","48,6 %","9,1 mm","158,5 mm","171,6 mm"
"2003-3-13","sistemaGuarapiranga","54,5 %","12,0 mm","123,2 mm","150,5 mm"
"2003-3-13","sistemaCotia","54,9 %","10,5 mm","114,2 mm","151,8 mm"
"2003-3-13","sistemaRioGrande","88,6 %","10,2 mm","55,5 mm","189,3 mm"
"2003-3-13","sistemaRioClaro","64,7 %","0,0 mm","114,1 mm","243,9 mm"
"2003-3-14","sistemaCantareira","66,1 %","3,3 mm","71,5 mm","197,3 mm"
"2003-3-14","sistemaAltoTiete","48,8 %","0,6 mm","159,1 mm","171,6 mm"
"2003-3-14","sistemaGuarapiranga","54,5 %","1,4 mm","124,6 mm","150,5 mm"
"2003-3-14","sistemaCotia","54,9 %","0,0 mm","114,2 mm","151,8 mm"
"2003-3-14","sistemaRioGrande","88,4 %","0,0 mm","55,5 mm","189,3 mm"
"2003-3-14","sistemaRioClaro","64,4 %","0,0 mm","114,1 mm","243,9 mm"
"2003-3-15","sistemaCantareira","66,3 %","0,0 mm","71,5 mm","197,3 mm"
"2003-3-15","sistemaAltoTiete","48,7 %","0,0 mm","159,1 mm","171,6 mm"
"2003-3-15","sistemaGuarapiranga","54,3 %","0,0 mm","124,6 mm","150,5 mm"
"2003-3-15","sistemaCotia","54,7 %","7,8 mm","122,0 mm","151,8 mm"
"2003-3-15","sistemaRioGrande","88,2 %","0,1 mm","55,6 mm","189,3 mm"
"2003-3-15","sistemaRioClaro","64,1 %","1,4 mm","115,5 mm","243,9 mm"
"2003-3-16","sistemaCantareira","66,4 %","0,0 mm","71,5 mm","197,3 mm"
"2003-3-16","sistemaAltoTiete","48,6 %","0,0 mm","159,1 mm","171,6 mm"
"2003-3-16","sistemaGuarapiranga","54,2 %","0,0 mm","124,6 mm","150,5 mm"
"2003-3-16","sistemaCotia","54,6 %","0,0 mm","122,0 mm","151,8 mm"
"2003-3-16","sistemaRioGrande","88,1 %","0,0 mm","55,6 mm","189,3 mm"
"2003-3-16","sistemaRioClaro","63,7 %","0,5 mm","116,0 mm","243,9 mm"
"2003-3-17","sistemaCantareira","66,3 %","1,6 mm","73,1 mm","197,3 mm"
"2003-3-17","sistemaAltoTiete","48,8 %","22,6 mm","181,7 mm","171,6 mm"
"2003-3-17","sistemaGuarapiranga","54,3 %","3,4 mm","128,0 mm","150,5 mm"
"2003-3-17","sistemaCotia","54,6 %","7,5 mm","129,5 mm","151,8 mm"
"2003-3-17","sistemaRioGrande","88,2 %","15,2 mm","70,8 mm","189,3 mm"
"2003-3-17","sistemaRioClaro","67,7 %","79,2 mm","195,2 mm","243,9 mm"
"2003-3-18","sistemaCantareira","66,4 %","2,7 mm","75,8 mm","197,3 mm"
"2003-3-18","sistemaAltoTiete","49,8 %","20,2 mm","201,9 mm","171,6 mm"
"2003-3-18","sistemaGuarapiranga","54,9 %","13,2 mm","141,2 mm","150,5 mm"
"2003-3-18","sistemaCotia","55,4 %","14,6 mm","144,1 mm","151,8 mm"
"2003-3-18","sistemaRioGrande","90,1 %","18,4 mm","89,2 mm","189,3 mm"
"2003-3-18","sistemaRioClaro","70,9 %","75,2 mm","270,4 mm","243,9 mm"
"2003-3-19","sistemaCantareira","66,4 %","0,0 mm","75,8 mm","197,3 mm"
"2003-3-19","sistemaAltoTiete","50,6 %","0,2 mm","202,0 mm","171,6 mm"
"2003-3-19","sistemaGuarapiranga","55,4 %","0,0 mm","141,2 mm","150,5 mm"
"2003-3-19","sistemaCotia","55,4 %","0,0 mm","144,1 mm","151,8 mm"
"2003-3-19","sistemaRioGrande","90,9 %","0,0 mm","89,2 mm","189,3 mm"
"2003-3-19","sistemaRioClaro","71,1 %","9,4 mm","279,8 mm","243,9 mm"
"2003-3-20","sistemaCantareira","66,4 %","4,2 mm","80,1 mm","197,3 mm"
"2003-3-20","sistemaAltoTiete","50,8 %","0,0 mm","202,0 mm","171,6 mm"
"2003-3-20","sistemaGuarapiranga","56,2 %","0,0 mm","141,2 mm","150,5 mm"
"2003-3-20","sistemaCotia","55,8 %","6,5 mm","150,6 mm","151,8 mm"
"2003-3-20","sistemaRioGrande","91,1 %","0,0 mm","89,2 mm","189,3 mm"
"2003-3-20","sistemaRioClaro","71,1 %","0,2 mm","280,0 mm","243,9 mm"
"2003-3-21","sistemaCantareira","66,6 %","12,4 mm","92,4 mm","197,3 mm"
"2003-3-21","sistemaAltoTiete","51,0 %","2,1 mm","204,2 mm","171,6 mm"
"2003-3-21","sistemaGuarapiranga","56,7 %","0,0 mm","141,2 mm","150,5 mm"
"2003-3-21","sistemaCotia","56,0 %","5,2 mm","155,8 mm","151,8 mm"
"2003-3-21","sistemaRioGrande","90,9 %","0,6 mm","89,8 mm","189,3 mm"
"2003-3-21","sistemaRioClaro","71,1 %","0,0 mm","280,0 mm","243,9 mm"
"2003-3-22","sistemaCantareira","66,9 %","8,2 mm","100,7 mm","197,3 mm"
"2003-3-22","sistemaAltoTiete","51,4 %","13,3 mm","217,5 mm","171,6 mm"
"2003-3-22","sistemaGuarapiranga","57,9 %","27,0 mm","168,2 mm","150,5 mm"
"2003-3-22","sistemaCotia","57,0 %","17,6 mm","173,4 mm","151,8 mm"
"2003-3-22","sistemaRioGrande","91,4 %","19,3 mm","109,1 mm","189,3 mm"
"2003-3-22","sistemaRioClaro","76,7 %","90,8 mm","370,8 mm","243,9 mm"
"2003-3-23","sistemaCantareira","66,9 %","0,0 mm","100,7 mm","197,3 mm"
"2003-3-23","sistemaAltoTiete","52,1 %","2,5 mm","220,0 mm","171,6 mm"
"2003-3-23","sistemaGuarapiranga","58,2 %","1,0 mm","169,2 mm","150,5 mm"
"2003-3-23","sistemaCotia","57,3 %","0,0 mm","173,4 mm","151,8 mm"
"2003-3-23","sistemaRioGrande","92,1 %","0,0 mm","109,1 mm","189,3 mm"
"2003-3-23","sistemaRioClaro","79,2 %","16,9 mm","387,7 mm","243,9 mm"
"2003-3-24","sistemaCantareira","67,0 %","0,0 mm","100,7 mm","197,3 mm"
"2003-3-24","sistemaAltoTiete","52,5 %","0,1 mm","220,1 mm","171,6 mm"
"2003-3-24","sistemaGuarapiranga","58,6 %","0,0 mm","169,2 mm","150,5 mm"
"2003-3-24","sistemaCotia","57,5 %","0,0 mm","173,4 mm","151,8 mm"
"2003-3-24","sistemaRioGrande","92,5 %","0,8 mm","109,9 mm","189,3 mm"
"2003-3-24","sistemaRioClaro","79,4 %","0,4 mm","388,1 mm","243,9 mm"
"2003-3-25","sistemaCantareira","67,0 %","0,0 mm","100,7 mm","197,3 mm"
"2003-3-25","sistemaAltoTiete","52,5 %","0,2 mm","220,3 mm","171,6 mm"
"2003-3-25","sistemaGuarapiranga","59,0 %","0,6 mm","169,8 mm","150,5 mm"
"2003-3-25","sistemaCotia","57,5 %","0,9 mm","174,3 mm","151,8 mm"
"2003-3-25","sistemaRioGrande","92,7 %","4,5 mm","114,4 mm","189,3 mm"
"2003-3-25","sistemaRioClaro","79,8 %","4,1 mm","392,2 mm","243,9 mm"
"2003-3-26","sistemaCantareira","67,0 %","0,0 mm","100,7 mm","197,3 mm"
"2003-3-26","sistemaAltoTiete","52,8 %","16,5 mm","236,8 mm","171,6 mm"
"2003-3-26","sistemaGuarapiranga","59,3 %","1,6 mm","171,4 mm","150,5 mm"
"2003-3-26","sistemaCotia","57,5 %","0,0 mm","174,3 mm","151,8 mm"
"2003-3-26","sistemaRioGrande","92,7 %","14,6 mm","129,0 mm","189,3 mm"
"2003-3-26","sistemaRioClaro","80,8 %","16,7 mm","408,9 mm","243,9 mm"
"2003-3-27","sistemaCantareira","66,9 %","0,0 mm","100,7 mm","197,3 mm"
"2003-3-27","sistemaAltoTiete","53,0 %","0,0 mm","236,8 mm","171,6 mm"
"2003-3-27","sistemaGuarapiranga","59,5 %","0,8 mm","172,2 mm","150,5 mm"
"2003-3-27","sistemaCotia","57,5 %","1,3 mm","175,6 mm","151,8 mm"
"2003-3-27","sistemaRioGrande","92,9 %","0,0 mm","129,0 mm","189,3 mm"
"2003-3-27","sistemaRioClaro","81,0 %","0,1 mm","409,0 mm","243,9 mm"
"2003-3-28","sistemaCantareira","66,9 %","2,8 mm","103,5 mm","197,3 mm"
"2003-3-28","sistemaAltoTiete","53,1 %","1,6 mm","238,4 mm","171,6 mm"
"2003-3-28","sistemaGuarapiranga","59,6 %","0,8 mm","173,0 mm","150,5 mm"
"2003-3-28","sistemaCotia","57,5 %","0,4 mm","176,0 mm","151,8 mm"
"2003-3-28","sistemaRioGrande","92,7 %","1,0 mm","130,0 mm","189,3 mm"
"2003-3-28","sistemaRioClaro","81,5 %","9,1 mm","418,1 mm","243,9 mm"
"2003-3-29","sistemaCantareira","66,9 %","0,0 mm","103,5 mm","197,3 mm"
"2003-3-29","sistemaAltoTiete","53,2 %","1,8 mm","240,2 mm","171,6 mm"
"2003-3-29","sistemaGuarapiranga","59,6 %","0,0 mm","173,0 mm","150,5 mm"
"2003-3-29","sistemaCotia","57,5 %","0,4 mm","176,4 mm","151,8 mm"
"2003-3-29","sistemaRioGrande","92,4 %","0,0 mm","130,0 mm","189,3 mm"
"2003-3-29","sistemaRioClaro","82,2 %","3,2 mm","421,3 mm","243,9 mm"
"2003-3-30","sistemaCantareira","66,8 %","0,0 mm","103,5 mm","197,3 mm"
"2003-3-30","sistemaAltoTiete","53,3 %","0,0 mm","240,2 mm","171,6 mm"
"2003-3-30","sistemaGuarapiranga","59,6 %","0,0 mm","173,0 mm","150,5 mm"
"2003-3-30","sistemaCotia","57,3 %","0,0 mm","176,4 mm","151,8 mm"
"2003-3-30","sistemaRioGrande","92,2 %","0,0 mm","130,0 mm","189,3 mm"
"2003-3-30","sistemaRioClaro","82,3 %","0,3 mm","421,6 mm","243,9 mm"
"2003-3-31","sistemaCantareira","66,7 %","0,0 mm","103,5 mm","197,3 mm"
"2003-3-31","sistemaAltoTiete","53,4 %","0,1 mm","240,3 mm","171,6 mm"
"2003-3-31","sistemaGuarapiranga","59,6 %","0,0 mm","173,0 mm","150,5 mm"
"2003-3-31","sistemaCotia","57,0 %","0,0 mm","176,4 mm","151,8 mm"
"2003-3-31","sistemaRioGrande","91,9 %","0,0 mm","130,0 mm","189,3 mm"
"2003-3-31","sistemaRioClaro","82,4 %","0,2 mm","421,8 mm","243,9 mm"
"2003-4-1","sistemaCantareira","66,6 %","0,0 mm","0,0 mm","93,8 mm"
"2003-4-1","sistemaAltoTiete","53,4 %","0,0 mm","0,0 mm","96,3 mm"
"2003-4-1","sistemaGuarapiranga","59,6 %","0,0 mm","0,0 mm","71,6 mm"
"2003-4-1","sistemaCotia","56,8 %","0,0 mm","0,0 mm","86,5 mm"
"2003-4-1","sistemaRioGrande","91,6 %","0,0 mm","0,0 mm","106,0 mm"
"2003-4-1","sistemaRioClaro","82,4 %","0,1 mm","0,1 mm","193,9 mm"
"2003-4-2","sistemaCantareira","66,5 %","0,0 mm","0,0 mm","93,8 mm"
"2003-4-2","sistemaAltoTiete","53,4 %","0,1 mm","0,1 mm","96,3 mm"
"2003-4-2","sistemaGuarapiranga","59,5 %","0,0 mm","0,0 mm","71,6 mm"
"2003-4-2","sistemaCotia","56,7 %","0,0 mm","0,0 mm","86,5 mm"
"2003-4-2","sistemaRioGrande","91,1 %","0,0 mm","0,0 mm","106,0 mm"
"2003-4-2","sistemaRioClaro","82,5 %","0,0 mm","0,1 mm","193,9 mm"
"2003-4-3","sistemaCantareira","66,4 %","0,0 mm","0,0 mm","93,8 mm"
"2003-4-3","sistemaAltoTiete","53,2 %","0,0 mm","0,1 mm","96,3 mm"
"2003-4-3","sistemaGuarapiranga","59,2 %","0,0 mm","0,0 mm","71,6 mm"
"2003-4-3","sistemaCotia","56,5 %","0,0 mm","0,0 mm","86,5 mm"
"2003-4-3","sistemaRioGrande","90,9 %","0,0 mm","0,0 mm","106,0 mm"
"2003-4-3","sistemaRioClaro","82,7 %","0,0 mm","0,1 mm","193,9 mm"
"2003-4-4","sistemaCantareira","66,2 %","0,0 mm","0,0 mm","93,8 mm"
"2003-4-4","sistemaAltoTiete","53,2 %","0,1 mm","0,1 mm","96,3 mm"
"2003-4-4","sistemaGuarapiranga","59,0 %","0,0 mm","0,0 mm","71,6 mm"
"2003-4-4","sistemaCotia","56,2 %","0,5 mm","0,5 mm","86,5 mm"
"2003-4-4","sistemaRioGrande","90,8 %","0,0 mm","0,0 mm","106,0 mm"
"2003-4-4","sistemaRioClaro","82,7 %","0,0 mm","0,1 mm","193,9 mm"
"2003-4-5","sistemaCantareira","66,2 %","8,7 mm","8,7 mm","93,8 mm"
"2003-4-5","sistemaAltoTiete","53,2 %","12,4 mm","12,6 mm","96,3 mm"
"2003-4-5","sistemaGuarapiranga","59,2 %","11,4 mm","11,4 mm","71,6 mm"
"2003-4-5","sistemaCotia","56,7 %","20,5 mm","21,0 mm","86,5 mm"
"2003-4-5","sistemaRioGrande","90,8 %","8,4 mm","8,4 mm","106,0 mm"
"2003-4-5","sistemaRioClaro","83,0 %","19,5 mm","19,6 mm","193,9 mm"
"2003-4-6","sistemaCantareira","66,1 %","0,0 mm","8,7 mm","93,8 mm"
"2003-4-6","sistemaAltoTiete","53,2 %","0,0 mm","12,6 mm","96,3 mm"
"2003-4-6","sistemaGuarapiranga","59,2 %","0,0 mm","11,4 mm","71,6 mm"
"2003-4-6","sistemaCotia","56,8 %","0,8 mm","21,8 mm","86,5 mm"
"2003-4-6","sistemaRioGrande","90,6 %","0,1 mm","8,5 mm","106,0 mm"
"2003-4-6","sistemaRioClaro","83,2 %","0,0 mm","19,6 mm","193,9 mm"
"2003-4-7","sistemaCantareira","66,0 %","7,0 mm","15,8 mm","93,8 mm"
"2003-4-7","sistemaAltoTiete","53,5 %","12,5 mm","25,1 mm","96,3 mm"
"2003-4-7","sistemaGuarapiranga","60,3 %","30,8 mm","42,2 mm","71,6 mm"
"2003-4-7","sistemaCotia","58,3 %","38,7 mm","60,5 mm","86,5 mm"
"2003-4-7","sistemaRioGrande","92,1 %","38,2 mm","46,7 mm","106,0 mm"
"2003-4-7","sistemaRioClaro","84,4 %","26,2 mm","45,8 mm","193,9 mm"
"2003-4-8","sistemaCantareira","66,0 %","0,0 mm","15,8 mm","93,8 mm"
"2003-4-8","sistemaAltoTiete","53,7 %","0,6 mm","25,7 mm","96,3 mm"
"2003-4-8","sistemaGuarapiranga","60,6 %","0,0 mm","42,2 mm","71,6 mm"
"2003-4-8","sistemaCotia","58,8 %","0,2 mm","60,7 mm","86,5 mm"
"2003-4-8","sistemaRioGrande","92,4 %","0,0 mm","46,7 mm","106,0 mm"
"2003-4-8","sistemaRioClaro","84,7 %","1,8 mm","47,6 mm","193,9 mm"
"2003-4-9","sistemaCantareira","65,8 %","0,0 mm","15,8 mm","93,8 mm"
"2003-4-9","sistemaAltoTiete","53,7 %","0,0 mm","25,7 mm","96,3 mm"
"2003-4-9","sistemaGuarapiranga","60,8 %","0,0 mm","42,2 mm","71,6 mm"
"2003-4-9","sistemaCotia","59,0 %","0,0 mm","60,7 mm","86,5 mm"
"2003-4-9","sistemaRioGrande","92,2 %","0,0 mm","46,7 mm","106,0 mm"
