"data","manancial","volume armazenado","pluviometria do dia","pluviometria acumulada no mês","média histórica do mês"
"2011-3-21","sistemaCantareira","88,1 %","1,9 mm","123,6 mm","184,1 mm"
"2011-3-21","sistemaAltoTiete","81,9 %","3,4 mm","88,0 mm","175,4 mm"
"2011-3-21","sistemaGuarapiranga","85,2 %","0,0 mm","67,0 mm","152,3 mm"
"2011-3-21","sistemaCotia","102,1 %","1,4 mm","64,0 mm","152,9 mm"
"2011-3-21","sistemaRioGrande","99,3 %","7,4 mm","151,9 mm","184,7 mm"
"2011-3-21","sistemaRioClaro","103,4 %","7,7 mm","334,3 mm","244,2 mm"
"2011-3-22","sistemaCantareira","88,0 %","0,5 mm","124,1 mm","184,1 mm"
"2011-3-22","sistemaAltoTiete","82,1 %","0,0 mm","88,0 mm","175,4 mm"
"2011-3-22","sistemaGuarapiranga","85,0 %","0,0 mm","67,0 mm","152,3 mm"
"2011-3-22","sistemaCotia","102,1 %","0,2 mm","64,2 mm","152,9 mm"
"2011-3-22","sistemaRioGrande","100,0 %","0,0 mm","151,9 mm","184,7 mm"
"2011-3-22","sistemaRioClaro","102,3 %","0,9 mm","335,2 mm","244,2 mm"
"2011-3-23","sistemaCantareira","87,9 %","0,0 mm","124,1 mm","184,1 mm"
"2011-3-23","sistemaAltoTiete","82,1 %","0,0 mm","88,0 mm","175,4 mm"
"2011-3-23","sistemaGuarapiranga","85,2 %","0,0 mm","67,0 mm","152,3 mm"
"2011-3-23","sistemaCotia","101,8 %","1,6 mm","65,8 mm","152,9 mm"
"2011-3-23","sistemaRioGrande","99,8 %","0,0 mm","151,9 mm","184,7 mm"
"2011-3-23","sistemaRioClaro","102,2 %","0,0 mm","335,2 mm","244,2 mm"
"2011-3-24","sistemaCantareira","87,7 %","0,0 mm","124,1 mm","184,1 mm"
"2011-3-24","sistemaAltoTiete","82,1 %","0,0 mm","88,0 mm","175,4 mm"
"2011-3-24","sistemaGuarapiranga","86,1 %","22,4 mm","89,4 mm","152,3 mm"
"2011-3-24","sistemaCotia","101,4 %","0,6 mm","66,4 mm","152,9 mm"
"2011-3-24","sistemaRioGrande","99,3 %","0,5 mm","152,4 mm","184,7 mm"
"2011-3-24","sistemaRioClaro","102,0 %","0,0 mm","335,2 mm","244,2 mm"
"2011-3-25","sistemaCantareira","87,5 %","0,5 mm","124,6 mm","184,1 mm"
"2011-3-25","sistemaAltoTiete","82,1 %","1,6 mm","89,6 mm","175,4 mm"
"2011-3-25","sistemaGuarapiranga","86,4 %","19,6 mm","109,0 mm","152,3 mm"
"2011-3-25","sistemaCotia","101,4 %","3,2 mm","69,6 mm","152,9 mm"
"2011-3-25","sistemaRioGrande","99,0 %","0,8 mm","153,2 mm","184,7 mm"
"2011-3-25","sistemaRioClaro","102,0 %","0,0 mm","335,2 mm","244,2 mm"
"2011-3-26","sistemaCantareira","87,3 %","0,2 mm","124,7 mm","184,1 mm"
"2011-3-26","sistemaAltoTiete","82,1 %","0,0 mm","89,6 mm","175,4 mm"
"2011-3-26","sistemaGuarapiranga","86,6 %","0,0 mm","109,0 mm","152,3 mm"
"2011-3-26","sistemaCotia","101,8 %","0,0 mm","69,6 mm","152,9 mm"
"2011-3-26","sistemaRioGrande","98,5 %","0,0 mm","153,2 mm","184,7 mm"
"2011-3-26","sistemaRioClaro","102,0 %","0,1 mm","335,3 mm","244,2 mm"
"2011-3-27","sistemaCantareira","87,1 %","0,0 mm","124,7 mm","184,1 mm"
"2011-3-27","sistemaAltoTiete","82,0 %","0,0 mm","89,6 mm","175,4 mm"
"2011-3-27","sistemaGuarapiranga","86,4 %","0,0 mm","109,0 mm","152,3 mm"
"2011-3-27","sistemaCotia","101,8 %","0,0 mm","69,6 mm","152,9 mm"
"2011-3-27","sistemaRioGrande","98,0 %","0,0 mm","153,2 mm","184,7 mm"
"2011-3-27","sistemaRioClaro","102,0 %","0,0 mm","335,3 mm","244,2 mm"
"2011-3-28","sistemaCantareira","86,9 %","0,1 mm","124,8 mm","184,1 mm"
"2011-3-28","sistemaAltoTiete","81,9 %","1,1 mm","90,8 mm","175,4 mm"
"2011-3-28","sistemaGuarapiranga","86,7 %","4,2 mm","113,2 mm","152,3 mm"
"2011-3-28","sistemaCotia","101,8 %","0,0 mm","69,6 mm","152,9 mm"
"2011-3-28","sistemaRioGrande","97,5 %","0,0 mm","153,2 mm","184,7 mm"
"2011-3-28","sistemaRioClaro","101,9 %","0,0 mm","335,3 mm","244,2 mm"
"2011-3-29","sistemaCantareira","86,8 %","0,1 mm","124,8 mm","184,1 mm"
"2011-3-29","sistemaAltoTiete","82,1 %","30,2 mm","121,0 mm","175,4 mm"
"2011-3-29","sistemaGuarapiranga","86,6 %","0,0 mm","113,2 mm","152,3 mm"
"2011-3-29","sistemaCotia","101,8 %","0,0 mm","69,6 mm","152,9 mm"
"2011-3-29","sistemaRioGrande","96,8 %","0,0 mm","153,2 mm","184,7 mm"
"2011-3-29","sistemaRioClaro","102,2 %","16,8 mm","352,1 mm","244,2 mm"
"2011-3-30","sistemaCantareira","87,1 %","5,5 mm","130,3 mm","184,1 mm"
"2011-3-30","sistemaAltoTiete","82,3 %","8,3 mm","129,3 mm","175,4 mm"
"2011-3-30","sistemaGuarapiranga","86,7 %","0,0 mm","113,2 mm","152,3 mm"
"2011-3-30","sistemaCotia","101,8 %","0,0 mm","69,6 mm","152,9 mm"
"2011-3-30","sistemaRioGrande","96,1 %","0,0 mm","153,2 mm","184,7 mm"
"2011-3-30","sistemaRioClaro","103,4 %","22,1 mm","374,2 mm","244,2 mm"
"2011-3-31","sistemaCantareira","87,3 %","2,0 mm","132,3 mm","184,1 mm"
"2011-3-31","sistemaAltoTiete","82,8 %","4,4 mm","133,7 mm","175,4 mm"
"2011-3-31","sistemaGuarapiranga","86,6 %","0,4 mm","113,6 mm","152,3 mm"
"2011-3-31","sistemaCotia","101,8 %","0,6 mm","70,2 mm","152,9 mm"
"2011-3-31","sistemaRioGrande","96,0 %","5,0 mm","158,2 mm","184,7 mm"
"2011-3-31","sistemaRioClaro","103,4 %","36,7 mm","410,9 mm","244,2 mm"
"2011-4-1","sistemaCantareira","87,4 %","0,0 mm","0,0 mm","89,3 mm"
"2011-4-1","sistemaAltoTiete","82,9 %","0,0 mm","0,0 mm","97,2 mm"
"2011-4-1","sistemaGuarapiranga","86,4 %","0,0 mm","0,0 mm","73,5 mm"
"2011-4-1","sistemaCotia","101,8 %","0,0 mm","0,0 mm","81,8 mm"
"2011-4-1","sistemaRioGrande","95,8 %","0,6 mm","0,6 mm","105,2 mm"
"2011-4-1","sistemaRioClaro","102,8 %","7,2 mm","7,2 mm","186,9 mm"
"2011-4-2","sistemaCantareira","87,5 %","0,2 mm","0,2 mm","89,3 mm"
"2011-4-2","sistemaAltoTiete","82,9 %","0,0 mm","0,0 mm","97,2 mm"
"2011-4-2","sistemaGuarapiranga","86,2 %","0,0 mm","0,0 mm","73,5 mm"
"2011-4-2","sistemaCotia","101,6 %","0,0 mm","0,0 mm","81,8 mm"
"2011-4-2","sistemaRioGrande","95,6 %","0,2 mm","0,8 mm","105,2 mm"
"2011-4-2","sistemaRioClaro","102,3 %","0,0 mm","7,2 mm","186,9 mm"
"2011-4-3","sistemaCantareira","88,1 %","20,3 mm","20,5 mm","89,3 mm"
"2011-4-3","sistemaAltoTiete","83,1 %","16,7 mm","16,7 mm","97,2 mm"
"2011-4-3","sistemaGuarapiranga","86,7 %","7,6 mm","7,6 mm","73,5 mm"
"2011-4-3","sistemaCotia","102,3 %","23,2 mm","23,2 mm","81,8 mm"
"2011-4-3","sistemaRioGrande","95,1 %","5,0 mm","5,8 mm","105,2 mm"
"2011-4-3","sistemaRioClaro","102,3 %","11,8 mm","19,0 mm","186,9 mm"
"2011-4-4","sistemaCantareira","88,4 %","10,8 mm","31,3 mm","89,3 mm"
"2011-4-4","sistemaAltoTiete","83,3 %","12,6 mm","29,3 mm","97,2 mm"
"2011-4-4","sistemaGuarapiranga","87,2 %","7,8 mm","15,4 mm","73,5 mm"
"2011-4-4","sistemaCotia","102,5 %","8,8 mm","32,0 mm","81,8 mm"
"2011-4-4","sistemaRioGrande","95,0 %","6,0 mm","11,8 mm","105,2 mm"
"2011-4-4","sistemaRioClaro","102,6 %","11,4 mm","30,4 mm","186,9 mm"
"2011-4-5","sistemaCantareira","88,8 %","6,1 mm","37,4 mm","89,3 mm"
"2011-4-5","sistemaAltoTiete","83,5 %","7,8 mm","37,1 mm","97,2 mm"
"2011-4-5","sistemaGuarapiranga","87,3 %","4,2 mm","19,6 mm","73,5 mm"
"2011-4-5","sistemaCotia","102,5 %","1,4 mm","33,4 mm","81,8 mm"
"2011-4-5","sistemaRioGrande","94,6 %","2,0 mm","13,8 mm","105,2 mm"
"2011-4-5","sistemaRioClaro","102,5 %","11,0 mm","41,4 mm","186,9 mm"
"2011-4-6","sistemaCantareira","89,1 %","9,6 mm","46,9 mm","89,3 mm"
"2011-4-6","sistemaAltoTiete","84,0 %","14,9 mm","52,0 mm","97,2 mm"
"2011-4-6","sistemaGuarapiranga","88,1 %","10,8 mm","30,4 mm","73,5 mm"
"2011-4-6","sistemaCotia","102,5 %","1,6 mm","35,0 mm","81,8 mm"
"2011-4-6","sistemaRioGrande","94,6 %","19,5 mm","33,3 mm","105,2 mm"
"2011-4-6","sistemaRioClaro","102,6 %","12,1 mm","53,5 mm","186,9 mm"
"2011-4-7","sistemaCantareira","89,4 %","0,1 mm","47,0 mm","89,3 mm"
"2011-4-7","sistemaAltoTiete","84,0 %","0,0 mm","52,0 mm","97,2 mm"
"2011-4-7","sistemaGuarapiranga","88,7 %","0,0 mm","30,4 mm","73,5 mm"
"2011-4-7","sistemaCotia","102,1 %","0,0 mm","35,0 mm","81,8 mm"
"2011-4-7","sistemaRioGrande","94,3 %","0,0 mm","33,3 mm","105,2 mm"
"2011-4-7","sistemaRioClaro","102,2 %","0,1 mm","53,6 mm","186,9 mm"
"2011-4-8","sistemaCantareira","89,6 %","0,1 mm","47,0 mm","89,3 mm"
"2011-4-8","sistemaAltoTiete","83,9 %","0,0 mm","52,0 mm","97,2 mm"
"2011-4-8","sistemaGuarapiranga","88,9 %","0,0 mm","30,4 mm","73,5 mm"
"2011-4-8","sistemaCotia","101,8 %","0,0 mm","35,0 mm","81,8 mm"
"2011-4-8","sistemaRioGrande","93,8 %","0,0 mm","33,3 mm","105,2 mm"
"2011-4-8","sistemaRioClaro","102,2 %","0,0 mm","53,6 mm","186,9 mm"
"2011-4-9","sistemaCantareira","89,7 %","0,1 mm","47,1 mm","89,3 mm"
"2011-4-9","sistemaAltoTiete","83,7 %","0,1 mm","52,1 mm","97,2 mm"
"2011-4-9","sistemaGuarapiranga","88,9 %","0,2 mm","30,6 mm","73,5 mm"
"2011-4-9","sistemaCotia","101,8 %","0,0 mm","35,0 mm","81,8 mm"
"2011-4-9","sistemaRioGrande","93,3 %","0,0 mm","33,3 mm","105,2 mm"
"2011-4-9","sistemaRioClaro","102,0 %","0,2 mm","53,8 mm","186,9 mm"
"2011-4-10","sistemaCantareira","89,8 %","2,9 mm","50,0 mm","89,3 mm"
"2011-4-10","sistemaAltoTiete","83,5 %","3,0 mm","55,1 mm","97,2 mm"
"2011-4-10","sistemaGuarapiranga","89,3 %","1,0 mm","31,6 mm","73,5 mm"
"2011-4-10","sistemaCotia","102,7 %","16,0 mm","51,0 mm","81,8 mm"
"2011-4-10","sistemaRioGrande","92,7 %","17,0 mm","50,3 mm","105,2 mm"
"2011-4-10","sistemaRioClaro","102,2 %","4,2 mm","58,0 mm","186,9 mm"
"2011-4-11","sistemaCantareira","90,2 %","19,2 mm","69,2 mm","89,3 mm"
"2011-4-11","sistemaAltoTiete","83,7 %","23,5 mm","78,6 mm","97,2 mm"
"2011-4-11","sistemaGuarapiranga","89,5 %","10,2 mm","41,8 mm","73,5 mm"
"2011-4-11","sistemaCotia","103,2 %","20,6 mm","71,6 mm","81,8 mm"
"2011-4-11","sistemaRioGrande","92,4 %","4,0 mm","54,3 mm","105,2 mm"
"2011-4-11","sistemaRioClaro","102,5 %","16,0 mm","74,0 mm","186,9 mm"
"2011-4-12","sistemaCantareira","90,5 %","0,4 mm","69,6 mm","89,3 mm"
"2011-4-12","sistemaAltoTiete","83,7 %","0,1 mm","78,7 mm","97,2 mm"
"2011-4-12","sistemaGuarapiranga","89,8 %","0,4 mm","42,2 mm","73,5 mm"
"2011-4-12","sistemaCotia","102,7 %","0,0 mm","71,6 mm","81,8 mm"
"2011-4-12","sistemaRioGrande","92,0 %","6,5 mm","60,8 mm","105,2 mm"
"2011-4-12","sistemaRioClaro","102,2 %","0,1 mm","74,1 mm","186,9 mm"
"2011-4-13","sistemaCantareira","91,2 %","26,7 mm","96,3 mm","89,3 mm"
"2011-4-13","sistemaAltoTiete","84,3 %","42,2 mm","121,0 mm","97,2 mm"
"2011-4-13","sistemaGuarapiranga","93,2 %","67,0 mm","109,2 mm","73,5 mm"
"2011-4-13","sistemaCotia","103,0 %","19,4 mm","91,0 mm","81,8 mm"
"2011-4-13","sistemaRioGrande","93,2 %","32,0 mm","92,8 mm","105,2 mm"
"2011-4-13","sistemaRioClaro","102,8 %","32,6 mm","106,7 mm","186,9 mm"
"2011-4-14","sistemaCantareira","91,5 %","0,2 mm","96,4 mm","89,3 mm"
"2011-4-14","sistemaAltoTiete","84,7 %","0,1 mm","121,1 mm","97,2 mm"
"2011-4-14","sistemaGuarapiranga","92,1 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-14","sistemaCotia","103,0 %","0,0 mm","91,0 mm","81,8 mm"
"2011-4-14","sistemaRioGrande","93,7 %","0,0 mm","92,8 mm","105,2 mm"
"2011-4-14","sistemaRioClaro","102,3 %","0,3 mm","107,0 mm","186,9 mm"
"2011-4-15","sistemaCantareira","91,7 %","0,2 mm","96,6 mm","89,3 mm"
"2011-4-15","sistemaAltoTiete","84,7 %","0,0 mm","121,1 mm","97,2 mm"
"2011-4-15","sistemaGuarapiranga","91,2 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-15","sistemaCotia","102,7 %","0,2 mm","91,2 mm","81,8 mm"
"2011-4-15","sistemaRioGrande","94,0 %","0,0 mm","92,8 mm","105,2 mm"
"2011-4-15","sistemaRioClaro","102,0 %","0,1 mm","107,1 mm","186,9 mm"
"2011-4-16","sistemaCantareira","91,9 %","0,1 mm","96,7 mm","89,3 mm"
"2011-4-16","sistemaAltoTiete","84,4 %","0,0 mm","121,1 mm","97,2 mm"
"2011-4-16","sistemaGuarapiranga","90,9 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-16","sistemaCotia","102,3 %","0,0 mm","91,2 mm","81,8 mm"
"2011-4-16","sistemaRioGrande","94,0 %","0,0 mm","92,8 mm","105,2 mm"
"2011-4-16","sistemaRioClaro","102,0 %","0,0 mm","107,1 mm","186,9 mm"
"2011-4-17","sistemaCantareira","92,2 %","0,1 mm","96,7 mm","89,3 mm"
"2011-4-17","sistemaAltoTiete","84,2 %","0,0 mm","121,1 mm","97,2 mm"
"2011-4-17","sistemaGuarapiranga","91,0 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-17","sistemaCotia","102,3 %","0,0 mm","91,2 mm","81,8 mm"
"2011-4-17","sistemaRioGrande","94,0 %","0,0 mm","92,8 mm","105,2 mm"
"2011-4-17","sistemaRioClaro","102,0 %","0,3 mm","107,4 mm","186,9 mm"
"2011-4-18","sistemaCantareira","92,2 %","0,1 mm","96,8 mm","89,3 mm"
"2011-4-18","sistemaAltoTiete","83,9 %","0,1 mm","121,2 mm","97,2 mm"
"2011-4-18","sistemaGuarapiranga","90,7 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-18","sistemaCotia","102,1 %","0,0 mm","91,2 mm","81,8 mm"
"2011-4-18","sistemaRioGrande","94,0 %","0,0 mm","92,8 mm","105,2 mm"
"2011-4-18","sistemaRioClaro","102,0 %","0,1 mm","107,5 mm","186,9 mm"
"2011-4-19","sistemaCantareira","92,4 %","0,0 mm","96,8 mm","89,3 mm"
"2011-4-19","sistemaAltoTiete","83,6 %","0,1 mm","121,2 mm","97,2 mm"
"2011-4-19","sistemaGuarapiranga","90,7 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-19","sistemaCotia","102,1 %","0,0 mm","91,2 mm","81,8 mm"
"2011-4-19","sistemaRioGrande","94,0 %","1,2 mm","94,0 mm","105,2 mm"
"2011-4-19","sistemaRioClaro","101,9 %","0,2 mm","107,7 mm","186,9 mm"
"2011-4-20","sistemaCantareira","92,4 %","0,1 mm","96,8 mm","89,3 mm"
"2011-4-20","sistemaAltoTiete","83,3 %","0,3 mm","121,5 mm","97,2 mm"
"2011-4-20","sistemaGuarapiranga","90,4 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-20","sistemaCotia","101,8 %","0,0 mm","91,2 mm","81,8 mm"
"2011-4-20","sistemaRioGrande","94,0 %","2,0 mm","96,0 mm","105,2 mm"
"2011-4-20","sistemaRioClaro","101,9 %","0,1 mm","107,8 mm","186,9 mm"
"2011-4-21","sistemaCantareira","92,5 %","0,0 mm","96,8 mm","89,3 mm"
"2011-4-21","sistemaAltoTiete","83,2 %","0,1 mm","121,7 mm","97,2 mm"
"2011-4-21","sistemaGuarapiranga","90,2 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-21","sistemaCotia","101,6 %","0,4 mm","91,6 mm","81,8 mm"
"2011-4-21","sistemaRioGrande","94,0 %","0,0 mm","96,0 mm","105,2 mm"
"2011-4-21","sistemaRioClaro","101,9 %","0,1 mm","107,9 mm","186,9 mm"
"2011-4-22","sistemaCantareira","92,5 %","0,1 mm","96,9 mm","89,3 mm"
"2011-4-22","sistemaAltoTiete","82,9 %","1,5 mm","123,1 mm","97,2 mm"
"2011-4-22","sistemaGuarapiranga","90,1 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-22","sistemaCotia","101,8 %","0,0 mm","91,6 mm","81,8 mm"
"2011-4-22","sistemaRioGrande","94,0 %","0,0 mm","96,0 mm","105,2 mm"
"2011-4-22","sistemaRioClaro","101,9 %","0,1 mm","108,0 mm","186,9 mm"
"2011-4-23","sistemaCantareira","92,5 %","0,0 mm","96,9 mm","89,3 mm"
"2011-4-23","sistemaAltoTiete","82,7 %","0,0 mm","123,1 mm","97,2 mm"
"2011-4-23","sistemaGuarapiranga","90,1 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-23","sistemaCotia","101,6 %","0,0 mm","91,6 mm","81,8 mm"
"2011-4-23","sistemaRioGrande","93,8 %","0,0 mm","96,0 mm","105,2 mm"
"2011-4-23","sistemaRioClaro","101,9 %","0,1 mm","108,1 mm","186,9 mm"
"2011-4-24","sistemaCantareira","92,6 %","0,0 mm","96,9 mm","89,3 mm"
"2011-4-24","sistemaAltoTiete","82,4 %","0,0 mm","123,1 mm","97,2 mm"
"2011-4-24","sistemaGuarapiranga","90,1 %","0,0 mm","109,2 mm","73,5 mm"
"2011-4-24","sistemaCotia","101,8 %","0,0 mm","91,6 mm","81,8 mm"
"2011-4-24","sistemaRioGrande","93,7 %","0,0 mm","96,0 mm","105,2 mm"
"2011-4-24","sistemaRioClaro","101,9 %","2,7 mm","110,8 mm","186,9 mm"
"2011-4-25","sistemaCantareira","92,7 %","0,0 mm","96,9 mm","89,3 mm"
"2011-4-25","sistemaAltoTiete","82,3 %","0,6 mm","123,7 mm","97,2 mm"
"2011-4-25","sistemaGuarapiranga","90,1 %","5,0 mm","114,2 mm","73,5 mm"
"2011-4-25","sistemaCotia","101,8 %","0,8 mm","92,4 mm","81,8 mm"
"2011-4-25","sistemaRioGrande","93,8 %","1,8 mm","97,8 mm","105,2 mm"
"2011-4-25","sistemaRioClaro","103,5 %","30,5 mm","141,3 mm","186,9 mm"
"2011-4-26","sistemaCantareira","93,0 %","3,0 mm","99,9 mm","89,3 mm"
"2011-4-26","sistemaAltoTiete","82,5 %","5,3 mm","129,1 mm","97,2 mm"
"2011-4-26","sistemaGuarapiranga","89,8 %","1,2 mm","115,4 mm","73,5 mm"
"2011-4-26","sistemaCotia","101,8 %","2,0 mm","94,4 mm","81,8 mm"
"2011-4-26","sistemaRioGrande","93,8 %","1,8 mm","99,6 mm","105,2 mm"
"2011-4-26","sistemaRioClaro","102,8 %","4,2 mm","145,5 mm","186,9 mm"
"2011-4-27","sistemaCantareira","93,0 %","0,1 mm","99,9 mm","89,3 mm"
"2011-4-27","sistemaAltoTiete","82,5 %","0,4 mm","129,5 mm","97,2 mm"
"2011-4-27","sistemaGuarapiranga","89,5 %","0,0 mm","115,4 mm","73,5 mm"
"2011-4-27","sistemaCotia","101,8 %","0,2 mm","94,6 mm","81,8 mm"
"2011-4-27","sistemaRioGrande","93,7 %","0,8 mm","100,4 mm","105,2 mm"
"2011-4-27","sistemaRioClaro","102,3 %","4,5 mm","150,0 mm","186,9 mm"
"2011-4-28","sistemaCantareira","93,1 %","2,3 mm","102,2 mm","89,3 mm"
"2011-4-28","sistemaAltoTiete","82,3 %","1,9 mm","131,4 mm","97,2 mm"
"2011-4-28","sistemaGuarapiranga","89,5 %","1,2 mm","116,6 mm","73,5 mm"
"2011-4-28","sistemaCotia","101,6 %","0,0 mm","94,6 mm","81,8 mm"
"2011-4-28","sistemaRioGrande","93,7 %","0,5 mm","100,9 mm","105,2 mm"
"2011-4-28","sistemaRioClaro","102,2 %","1,3 mm","151,3 mm","186,9 mm"
"2011-4-29","sistemaCantareira","93,2 %","4,7 mm","106,9 mm","89,3 mm"
"2011-4-29","sistemaAltoTiete","82,3 %","5,7 mm","137,1 mm","97,2 mm"
"2011-4-29","sistemaGuarapiranga","89,8 %","11,6 mm","128,2 mm","73,5 mm"
"2011-4-29","sistemaCotia","101,6 %","1,2 mm","95,8 mm","81,8 mm"
"2011-4-29","sistemaRioGrande","94,3 %","22,5 mm","123,4 mm","105,2 mm"
"2011-4-29","sistemaRioClaro","102,0 %","0,2 mm","151,5 mm","186,9 mm"
"2011-4-30","sistemaCantareira","93,3 %","2,2 mm","109,1 mm","89,3 mm"
"2011-4-30","sistemaAltoTiete","82,0 %","0,0 mm","137,2 mm","97,2 mm"
"2011-4-30","sistemaGuarapiranga","89,6 %","0,0 mm","128,2 mm","73,5 mm"
"2011-4-30","sistemaCotia","101,6 %","0,0 mm","95,8 mm","81,8 mm"
"2011-4-30","sistemaRioGrande","94,6 %","0,0 mm","123,4 mm","105,2 mm"
"2011-4-30","sistemaRioClaro","102,0 %","0,2 mm","151,7 mm","186,9 mm"
"2011-5-1","sistemaCantareira","93,3 %","0,1 mm","0,1 mm","83,2 mm"
"2011-5-1","sistemaAltoTiete","81,8 %","0,0 mm","0,0 mm","78,3 mm"
"2011-5-1","sistemaGuarapiranga","89,3 %","0,0 mm","0,0 mm","59,7 mm"
"2011-5-1","sistemaCotia","101,6 %","0,0 mm","0,0 mm","68,9 mm"
"2011-5-1","sistemaRioGrande","94,5 %","0,0 mm","0,0 mm","81,6 mm"
"2011-5-1","sistemaRioClaro","102,0 %","0,0 mm","0,0 mm","132,5 mm"
"2011-5-2","sistemaCantareira","93,5 %","11,1 mm","11,2 mm","83,2 mm"
"2011-5-2","sistemaAltoTiete","81,8 %","10,5 mm","10,5 mm","78,3 mm"
"2011-5-2","sistemaGuarapiranga","89,2 %","9,0 mm","9,0 mm","59,7 mm"
"2011-5-2","sistemaCotia","101,8 %","10,2 mm","10,2 mm","68,9 mm"
"2011-5-2","sistemaRioGrande","94,8 %","3,5 mm","3,5 mm","81,6 mm"
"2011-5-2","sistemaRioClaro","102,3 %","15,2 mm","15,2 mm","132,5 mm"
"2011-5-3","sistemaCantareira","93,6 %","3,0 mm","14,2 mm","83,2 mm"
"2011-5-3","sistemaAltoTiete","81,7 %","0,8 mm","11,3 mm","78,3 mm"
"2011-5-3","sistemaGuarapiranga","89,2 %","0,0 mm","9,0 mm","59,7 mm"
"2011-5-3","sistemaCotia","101,8 %","0,2 mm","10,4 mm","68,9 mm"
"2011-5-3","sistemaRioGrande","94,6 %","0,0 mm","3,5 mm","81,6 mm"
"2011-5-3","sistemaRioClaro","102,0 %","1,2 mm","16,4 mm","132,5 mm"
"2011-5-4","sistemaCantareira","93,7 %","0,3 mm","14,5 mm","83,2 mm"
"2011-5-4","sistemaAltoTiete","81,6 %","0,1 mm","11,4 mm","78,3 mm"
"2011-5-4","sistemaGuarapiranga","89,0 %","0,0 mm","9,0 mm","59,7 mm"
"2011-5-4","sistemaCotia","101,8 %","0,0 mm","10,4 mm","68,9 mm"
"2011-5-4","sistemaRioGrande","94,5 %","0,0 mm","3,5 mm","81,6 mm"
"2011-5-4","sistemaRioClaro","102,0 %","0,0 mm","16,4 mm","132,5 mm"
"2011-5-5","sistemaCantareira","93,7 %","0,0 mm","14,5 mm","83,2 mm"
"2011-5-5","sistemaAltoTiete","81,6 %","0,0 mm","11,4 mm","78,3 mm"
"2011-5-5","sistemaGuarapiranga","88,7 %","0,0 mm","9,0 mm","59,7 mm"
"2011-5-5","sistemaCotia","101,6 %","0,0 mm","10,4 mm","68,9 mm"
"2011-5-5","sistemaRioGrande","94,5 %","0,0 mm","3,5 mm","81,6 mm"
"2011-5-5","sistemaRioClaro","102,0 %","0,3 mm","16,7 mm","132,5 mm"
"2011-5-6","sistemaCantareira","93,7 %","0,0 mm","14,5 mm","83,2 mm"
"2011-5-6","sistemaAltoTiete","81,4 %","0,1 mm","11,6 mm","78,3 mm"
"2011-5-6","sistemaGuarapiranga","88,6 %","0,0 mm","9,0 mm","59,7 mm"
"2011-5-6","sistemaCotia","101,6 %","0,0 mm","10,4 mm","68,9 mm"
"2011-5-6","sistemaRioGrande","94,5 %","0,0 mm","3,5 mm","81,6 mm"
"2011-5-6","sistemaRioClaro","101,9 %","0,1 mm","16,8 mm","132,5 mm"
"2011-5-7","sistemaCantareira","93,7 %","0,2 mm","14,7 mm","83,2 mm"
"2011-5-7","sistemaAltoTiete","81,2 %","0,1 mm","11,7 mm","78,3 mm"
"2011-5-7","sistemaGuarapiranga","88,2 %","0,0 mm","9,0 mm","59,7 mm"
"2011-5-7","sistemaCotia","101,6 %","0,0 mm","10,4 mm","68,9 mm"
"2011-5-7","sistemaRioGrande","94,3 %","0,0 mm","3,5 mm","81,6 mm"
"2011-5-7","sistemaRioClaro","101,9 %","0,0 mm","16,8 mm","132,5 mm"
"2011-5-8","sistemaCantareira","93,7 %","0,3 mm","14,9 mm","83,2 mm"
"2011-5-8","sistemaAltoTiete","81,1 %","0,2 mm","11,9 mm","78,3 mm"
"2011-5-8","sistemaGuarapiranga","87,9 %","0,0 mm","9,0 mm","59,7 mm"
"2011-5-8","sistemaCotia","101,4 %","0,0 mm","10,4 mm","68,9 mm"
"2011-5-8","sistemaRioGrande","94,3 %","0,0 mm","3,5 mm","81,6 mm"
"2011-5-8","sistemaRioClaro","101,9 %","0,2 mm","17,0 mm","132,5 mm"
"2011-5-9","sistemaCantareira","93,7 %","0,2 mm","15,1 mm","83,2 mm"
"2011-5-9","sistemaAltoTiete","80,9 %","0,1 mm","12,0 mm","78,3 mm"
"2011-5-9","sistemaGuarapiranga","87,8 %","0,0 mm","9,0 mm","59,7 mm"
"2011-5-9","sistemaCotia","101,4 %","0,2 mm","10,6 mm","68,9 mm"
"2011-5-9","sistemaRioGrande","94,2 %","0,0 mm","3,5 mm","81,6 mm"
"2011-5-9","sistemaRioClaro","101,9 %","0,1 mm","17,1 mm","132,5 mm"
"2011-5-10","sistemaCantareira","93,7 %","0,2 mm","15,3 mm","83,2 mm"
"2011-5-10","sistemaAltoTiete","80,8 %","3,1 mm","15,1 mm","78,3 mm"
"2011-5-10","sistemaGuarapiranga","87,6 %","0,2 mm","9,2 mm","59,7 mm"
